customer_id,claim_id,incident_cause,claim_date,claim_area
76339681,70575561,Crime,09/06/2018,Home
97514724,97666948,Driver error,01/01/2017,Home
14501963,6429479,Driver error,10/24/2017,Auto
41673539,76762783,Crime,01/06/2018,Auto
47730331,45452514,Other causes,08/23/2018,Home
91180828,39518274,Other causes,09/26/2018,Auto
86237672,32160912,Natural causes,02/09/2018,Auto
47437882,6313876,Other driver error,06/25/2017,Auto
87092211,62249925,Driver error,10/09/2018,Auto
49820646,80402957,Driver error,09/06/2018,Auto
77542013,27354249,Driver error,05/15/2017,Auto
40950455,24770112,Natural causes,08/24/2017,Auto
97115629,66888980,Other causes,04/04/2018,Auto
30831279,68461060,Other causes,01/27/2017,Auto
28866353,54174244,Crime,09/14/2017,Auto
23142036,24522981,Other driver error,08/04/2017,Auto
89986804,6643536,Other causes,11/27/2017,Auto
44467682,80758625,Driver error,04/04/2018,Home
45812655,80523716,Driver error,10/16/2018,Home
49531152,48518908,Driver error,01/21/2017,Auto
5152503,18739929,Crime,01/07/2017,Auto
41093135,94983660,Driver error,03/08/2018,Auto
61806100,73658027,Crime,09/20/2017,Auto
81909700,81308209,Natural causes,04/04/2018,Home
7891758,39795153,Natural causes,07/07/2018,Auto
95560169,29685280,Other driver error,02/23/2017,Auto
48477566,77152566,Other driver error,03/22/2017,Auto
84147585,30280492,Driver error,01/07/2017,Auto
85357756,23938559,Driver error,02/23/2017,Auto
53539195,2432399,Other causes,12/24/2017,Home
9775143,72674711,Other driver error,06/03/2018,Auto
39959491,54642809,Driver error,09/06/2018,Auto
69355027,98163164,Crime,09/26/2018,Auto
95639174,3679965,Natural causes,08/04/2017,Auto
82028774,68733687,Driver error,03/29/2017,Auto
48673624,83531718,Driver error,10/10/2017,Auto
41009394,89824066,Other causes,02/23/2017,Auto
42726730,47009317,Other causes,05/07/2018,Auto
18062339,75950191,Driver error,10/03/2018,Auto
6540281,19454050,Other causes,01/13/2018,Auto
61582066,41214204,Natural causes,02/15/2018,Auto
49058491,14042956,Crime,10/17/2017,Auto
3124373,42133860,Natural causes,01/21/2017,Auto
5345468,7265365,Other causes,07/08/2017,Auto
84147585,78221963,Driver error,04/10/2018,Auto
85357756,1654201,Driver error,06/23/2018,Auto
53539195,41779510,Driver error,10/03/2018,Home
47153140,47786788,Natural causes,10/24/2017,Auto
34369658,2725264,Other causes,05/22/2017,Auto
14477985,7384147,Natural causes,05/02/2017,Auto
66521317,36174594,Natural causes,03/16/2017,Auto
9081086,91772998,Driver error,04/24/2018,Auto
47237571,8216191,Other causes,08/16/2018,Home
30308357,63017412,Driver error,04/04/2018,Auto
47830476,91609100,Natural causes,04/12/2017,Auto
19269962,39219616,Other causes,09/26/2018,Auto
21831191,91475471,Driver error,02/09/2018,Auto
91010040,67389802,Crime,08/16/2018,Auto
69050904,17961815,Natural causes,07/14/2018,Auto
69128619,16637107,Natural causes,08/23/2018,Home
76933532,18226024,Other causes,01/26/2018,Auto
25174766,83706832,Other driver error,02/23/2017,Auto
38923726,38488079,Other causes,07/27/2018,Auto
53225913,30691877,Crime,10/31/2017,Auto
83086717,52826622,Driver error,02/17/2017,Auto
40460125,22476903,Other causes,02/03/2017,Auto
88200222,86506515,Crime,03/28/2018,Auto
88878373,69620654,Other causes,01/21/2017,Auto
97545319,3487779,Crime,06/30/2018,Auto
64610611,75470279,Driver error,01/26/2018,Auto
24310699,48386154,Natural causes,01/26/2018,Auto
42569977,52262269,Other driver error,04/18/2017,Auto
34803042,79783763,Driver error,03/21/2018,Auto
25512276,89665136,Driver error,11/13/2017,Auto
9205013,40283824,Driver error,06/17/2018,Auto
29517588,74043997,Natural causes,08/03/2018,Auto
71462870,45864947,Crime,11/13/2017,Auto
53886536,54333326,Driver error,07/28/2017,Auto
89279737,93183406,Driver error,10/31/2017,Auto
5027573,8199355,Natural causes,02/10/2017,Auto
69204774,10852541,Other causes,05/01/2018,Auto
9466593,21734808,Driver error,08/11/2017,Auto
30679789,10245277,Crime,06/10/2018,Auto
15000907,63191767,Driver error,07/08/2017,Auto
96795364,52752958,Other causes,11/13/2017,Auto
33152432,31711102,Other driver error,03/01/2018,Auto
42867092,64659108,Other causes,05/28/2018,Auto
47145694,72987943,Other driver error,08/31/2017,Auto
72833735,79708200,Crime,04/24/2018,Auto
3771583,97455990,Other causes,01/27/2017,Auto
8609975,51408016,Natural causes,02/10/2017,Auto
29235935,44394229,Driver error,08/24/2017,Auto
35459428,90369587,Driver error,03/09/2017,Auto
2917414,31487982,Other causes,03/16/2017,Auto
55982230,15510973,Other driver error,01/06/2018,Auto
69872861,40870759,Other causes,03/02/2017,Home
44866465,81034752,Other causes,11/13/2017,Auto
39554038,77521871,Driver error,07/14/2018,Auto
14712345,23669610,Natural causes,01/20/2018,Auto
41660480,61635645,Driver error,06/23/2018,Home
53981675,95115614,Driver error,03/21/2018,Auto
287476,45780237,Natural causes,10/17/2017,Auto
58378868,46992958,Driver error,04/10/2018,Auto
62960540,37713174,Other causes,06/03/2018,Auto
36780334,13952270,Natural causes,02/22/2018,Auto
17814402,45544311,Driver error,02/03/2017,Auto
4420512,4342527,Natural causes,01/07/2017,Auto
51485708,16347699,Crime,09/19/2018,Auto
71496799,88554126,Natural causes,06/04/2017,Auto
85983291,74280541,Other causes,05/07/2018,Auto
29500814,8623615,Crime,03/09/2017,Auto
74351384,41352743,Driver error,07/20/2018,Auto
72363224,78204177,Natural causes,01/13/2018,Auto
41106063,47463520,Driver error,10/03/2018,Home
57043846,38818122,Other causes,04/05/2017,Auto
31740446,36164960,Natural causes,03/09/2017,Auto
17690710,3271117,Crime,07/28/2017,Auto
50771198,73337887,Other causes,04/05/2017,Auto
23460895,73456426,Other causes,08/10/2018,Auto
33628817,50234626,Other causes,04/12/2017,Auto
32791401,85883298,Driver error,06/18/2017,Auto
86491727,32178193,Driver error,10/30/2018,Home
99674324,4549014,Other causes,07/07/2018,Auto
81371138,57099061,Other causes,07/28/2017,Auto
30199988,16326173,Other causes,07/28/2017,Auto
20299691,90831325,Natural causes,10/04/2017,Auto
40591588,80286970,Driver error,04/25/2017,Auto
28871739,86285484,Other causes,10/09/2018,Auto
46995469,91324151,Driver error,08/24/2017,Auto
8774687,71690988,Other causes,01/20/2018,Auto
42083451,6365892,Driver error,08/31/2017,Auto
50560987,36047575,Other causes,09/06/2018,Auto
88881248,68716231,Driver error,04/24/2018,Auto
30060683,57073975,Other causes,01/21/2017,Auto
28999720,12839550,Crime,07/01/2017,Auto
40971431,92426104,Other causes,01/14/2017,Auto
46866733,97877027,Other driver error,05/07/2018,Auto
6563653,24499029,Other causes,06/23/2018,Auto
9959859,68477126,Crime,04/12/2017,Auto
71404791,75728799,Other driver error,09/20/2017,Auto
73491590,90380974,Other causes,10/17/2017,Home
11429044,70157196,Other driver error,09/07/2017,Auto
45634936,3109692,Other driver error,07/07/2018,Auto
71108576,45237349,Driver error,01/26/2018,Auto
9017128,54356654,Other causes,03/16/2017,Auto
72587271,17339152,Other causes,10/17/2017,Auto
12673582,77576085,Other causes,10/31/2017,Auto
44821508,51004421,Crime,01/06/2018,Home
85683729,77750303,Other causes,03/14/2018,Auto
90115894,94869704,Natural causes,10/04/2017,Auto
45566276,51895230,Natural causes,10/31/2017,Auto
12827745,88838829,Natural causes,10/31/2017,Auto
28590552,26678377,Other causes,10/23/2018,Auto
15965441,74826240,Driver error,01/06/2018,Auto
12779308,71212663,Other causes,04/04/2018,Auto
53719176,43635378,Other driver error,05/14/2018,Auto
51842360,75624437,Other causes,01/27/2017,Home
56398264,20605494,Natural causes,01/06/2018,Auto
73898057,34947297,Other causes,03/21/2018,Auto
2476913,92782157,Driver error,09/07/2017,Auto
66267050,94080912,Other causes,12/30/2017,Auto
46551094,78194735,Other driver error,07/20/2018,Auto
5061178,80180191,Other driver error,07/08/2017,Auto
29323970,58878919,Driver error,01/01/2017,Auto
67243622,6342208,Other driver error,01/20/2018,Auto
62861487,39476021,Other causes,10/23/2018,Auto
98083433,24782645,Driver error,05/02/2017,Auto
15681024,30927069,Natural causes,03/22/2017,Auto
92644503,65211497,Other driver error,11/20/2017,Auto
65916260,98646052,Other driver error,07/07/2018,Auto
34953203,43489145,Other driver error,02/23/2017,Auto
99961993,47262068,Driver error,10/23/2018,Home
42098367,16286241,Other causes,10/09/2018,Auto
9130038,51587897,Natural causes,08/31/2017,Auto
80562391,2228834,Crime,03/29/2017,Auto
28932340,25213498,Driver error,10/30/2018,Auto
79212942,86303772,Other driver error,06/23/2018,Auto
5864769,63268924,Crime,12/30/2017,Auto
3955265,30225071,Other causes,02/17/2017,Auto
42882285,18824405,Natural causes,01/21/2017,Auto
96134505,38416376,Other driver error,05/22/2017,Auto
8375366,46163490,Crime,12/03/2017,Auto
82000019,23027360,Driver error,03/08/2018,Auto
30394029,90155895,Other driver error,07/20/2018,Auto
51525336,95712960,Other causes,06/04/2017,Auto
54963034,10714529,Crime,08/03/2018,Auto
90876878,20402925,Driver error,07/27/2018,Auto
16216085,19571605,Other causes,01/20/2018,Auto
11982382,67588341,Other driver error,09/19/2018,Auto
33290806,7014549,Driver error,01/14/2017,Auto
39628347,24046062,Other causes,12/10/2017,Auto
84277947,65853604,Natural causes,11/06/2017,Auto
95856464,30981307,Crime,05/29/2017,Auto
67335009,45469731,Other causes,04/18/2017,Auto
8765210,99553356,Other causes,07/08/2017,Auto
77765211,94540900,Driver error,05/01/2018,Home
39035416,91784105,Other causes,08/11/2017,Auto
5264479,82709186,Other causes,07/28/2017,Auto
24769711,40794950,Driver error,02/10/2017,Auto
98142348,97253910,Other causes,07/22/2017,Auto
22328083,17672041,Other causes,05/02/2017,Auto
85984961,42920871,Natural causes,05/14/2018,Auto
46937376,4401566,Natural causes,06/18/2017,Auto
54252815,89430255,Other causes,03/14/2018,Auto
17774827,64295252,Other causes,10/10/2017,Auto
80544918,60065436,Crime,08/11/2017,Auto
18818283,12799217,Natural causes,10/23/2018,Auto
22370979,49968358,Other driver error,02/17/2017,Auto
88623068,78332196,Other causes,12/17/2017,Auto
89044601,56742072,Driver error,10/24/2017,Auto
73876237,98596005,Driver error,09/12/2018,Auto
47585713,39451038,Other causes,03/29/2017,Auto
16981057,19691755,Other causes,03/09/2017,Auto
32301882,35445367,Crime,03/21/2018,Auto
16717085,66768314,Other causes,06/11/2017,Auto
75192560,68843304,Other driver error,06/23/2018,Auto
24715429,28290047,Natural causes,03/28/2018,Auto
2121802,73088898,Other causes,02/17/2017,Auto
30966524,23145140,Natural causes,04/17/2018,Auto
63238733,72238494,Other causes,09/07/2017,Auto
39608351,58812093,Natural causes,04/10/2018,Auto
16453494,20354423,Other driver error,04/17/2018,Auto
92789350,85043191,Other driver error,02/02/2018,Auto
83706741,44561119,Crime,12/24/2017,Auto
92400577,58673943,Other causes,06/23/2018,Auto
90646435,84632427,Other causes,09/19/2018,Auto
56229221,62312763,Natural causes,05/15/2017,Auto
63788489,52747205,Driver error,08/11/2017,Auto
49187749,7838178,Other causes,10/10/2017,Auto
58144290,10442615,Other causes,07/07/2018,Auto
21330507,38981782,Other causes,01/20/2018,Home
21066098,97484739,Crime,01/27/2017,Auto
46673661,72837991,Other causes,10/03/2018,Home
48477164,88815908,Driver error,09/07/2017,Home
42351519,68826444,Other causes,04/25/2017,Auto
25879245,18702553,Other causes,07/01/2017,Auto
86301193,83092374,Driver error,08/24/2017,Home
12996134,45401148,Natural causes,07/22/2017,Home
44003496,80621398,Crime,08/30/2018,Auto
89737711,35373452,Other causes,03/28/2018,Auto
32560779,74625948,Other causes,09/14/2017,Auto
8039037,42553935,Other causes,06/04/2017,Auto
68723599,46925508,Other driver error,07/01/2017,Auto
46129941,42530425,Crime,10/17/2017,Auto
58098499,39745422,Other causes,11/27/2017,Auto
12377926,32299664,Driver error,03/28/2018,Home
20444103,27069739,Crime,08/16/2018,Auto
89456307,89389379,Natural causes,10/04/2017,Auto
15166995,95618668,Other causes,01/13/2018,Auto
38384757,30888574,Other causes,07/07/2018,Auto
74219574,98881244,Other driver error,03/02/2017,Auto
3967610,12086981,Other driver error,02/10/2017,Auto
441097,89833962,Other causes,03/21/2018,Auto
86992868,74884043,Driver error,08/03/2018,Auto
78277006,60980916,Other causes,07/15/2017,Auto
83499843,85222695,Driver error,12/17/2017,Auto
71585789,73426298,Driver error,05/09/2017,Home
6342530,42449662,Other driver error,10/23/2018,Home
72081129,87951152,Crime,10/23/2018,Auto
2413612,39338816,Other causes,11/20/2017,Home
263204,40953049,Other causes,04/04/2018,Auto
8733543,70338835,Natural causes,03/16/2017,Auto
14792193,70820592,Other driver error,06/10/2018,Auto
80581271,92734593,Driver error,05/02/2017,Auto
18426154,58440592,Other causes,01/07/2017,Auto
85689455,69374918,Other driver error,04/18/2017,Auto
64270813,52976799,Other driver error,08/24/2017,Auto
51547112,49234916,Driver error,07/28/2017,Auto
48609526,14015336,Driver error,04/05/2017,Auto
49759488,94060921,Driver error,02/09/2018,Auto
56075921,27638017,Other driver error,02/22/2018,Auto
76916649,27133312,Other driver error,06/25/2017,Home
47565478,2893823,Natural causes,05/09/2017,Auto
18282409,94983900,Driver error,08/11/2017,Auto
8715802,41574371,Natural causes,05/29/2017,Auto
42708350,33062200,Driver error,06/18/2017,Auto
39405635,58366436,Other causes,05/09/2017,Auto
48038858,76730919,Other causes,03/02/2017,Auto
15880215,33341864,Other driver error,05/29/2017,Auto
13088377,60127984,Other causes,10/10/2017,Auto
88870543,43930771,Other driver error,03/01/2018,Auto
9339845,61586929,Driver error,10/23/2018,Auto
13926634,14102754,Other causes,10/03/2018,Auto
18307355,44965194,Other causes,02/15/2018,Auto
50436220,14547597,Other driver error,02/02/2018,Auto
66353946,78381090,Other driver error,01/20/2018,Auto
39881716,15294101,Other driver error,01/26/2018,Auto
28239393,68295218,Other driver error,10/23/2018,Auto
5237129,99688746,Driver error,06/17/2018,Auto
19521118,60574108,Crime,10/17/2017,Auto
14892213,1897779,Other driver error,01/21/2017,Auto
53442249,41282358,Other causes,02/23/2017,Auto
45971331,11175466,Natural causes,01/20/2018,Auto
79889146,12295612,Natural causes,04/24/2018,Auto
21774335,64295975,Natural causes,09/06/2018,Auto
66284489,51489109,Other driver error,03/09/2017,Auto
72488905,29515311,Other causes,11/06/2017,Auto
93910149,60583331,Crime,05/21/2018,Auto
77116501,32759962,Other driver error,09/27/2017,Auto
95822358,68432724,Other driver error,02/22/2018,Auto
54699348,56479721,Natural causes,11/27/2017,Home
96496046,15618827,Driver error,02/15/2018,Auto
73869005,39893971,Other driver error,08/18/2017,Auto
83827717,31031965,Natural causes,09/27/2017,Auto
55401227,73781214,Natural causes,10/31/2017,Auto
80295008,73470467,Other causes,01/20/2018,Auto
28820055,75509840,Other causes,10/04/2017,Auto
93455439,94747735,Natural causes,04/24/2018,Home
19478893,37998905,Natural causes,01/14/2017,Auto
45419022,27093779,Other causes,05/07/2018,Auto
49583926,72563310,Other causes,04/25/2017,Auto
72296323,3877364,Driver error,07/07/2018,Home
10149231,77526829,Other causes,04/24/2018,Auto
93009704,50804841,Driver error,10/03/2018,Auto
60987956,93323222,Other driver error,05/22/2017,Auto
68709394,56764164,Other driver error,01/14/2017,Auto
27878628,60095092,Crime,04/17/2018,Auto
90085898,4607758,Natural causes,10/03/2018,Auto
56098966,11581354,Driver error,02/09/2018,Auto
69317965,8299275,Driver error,06/11/2017,Auto
81968615,77574216,Natural causes,07/15/2017,Auto
83223514,84713547,Other driver error,05/14/2018,Auto
78341228,4812972,Natural causes,09/12/2018,Auto
41462913,34508507,Other driver error,02/17/2017,Auto
80905889,11448070,Other driver error,05/02/2017,Auto
93822307,88944238,Natural causes,12/30/2017,Auto
4889449,92066571,Other driver error,03/09/2017,Auto
98199694,18265792,Driver error,04/05/2017,Auto
50460892,57389964,Other driver error,02/15/2018,Auto
42664554,42280334,Other causes,01/01/2017,Auto
94943525,81995072,Driver error,08/30/2018,Auto
45434540,24456983,Natural causes,01/13/2018,Auto
88544496,64240245,Other causes,03/21/2018,Auto
36544565,95800760,Other driver error,05/21/2018,Auto
90234480,1627727,Other causes,06/11/2017,Auto
40801256,25730111,Driver error,02/23/2017,Auto
67052896,70350962,Driver error,04/17/2018,Auto
15323667,13820212,Driver error,10/09/2018,Auto
67070056,86202352,Other causes,02/03/2017,Auto
20607084,60062359,Other driver error,01/13/2018,Auto
86886743,84492004,Other causes,06/04/2017,Home
52995625,87291535,Other causes,04/05/2017,Auto
63137507,1342627,Driver error,10/10/2017,Auto
56250763,23693541,Other causes,04/12/2017,Auto
35593972,84040371,Other causes,02/09/2018,Home
86820732,16259239,Natural causes,08/24/2017,Auto
45113346,91473446,Other causes,04/18/2017,Home
54668401,39454053,Natural causes,01/20/2018,Auto
80002521,66931197,Natural causes,05/15/2017,Auto
14664886,15719219,Other causes,08/24/2017,Auto
29903212,7136079,Driver error,06/17/2018,Auto
95628948,61933109,Driver error,07/14/2018,Auto
39497409,54131824,Other driver error,03/01/2018,Auto
77006226,21146312,Driver error,02/15/2018,Auto
23252820,48945235,Other causes,10/04/2017,Auto
96116969,28439096,Natural causes,01/20/2018,Auto
46076664,33479837,Driver error,06/17/2018,Auto
91322083,93697901,Other causes,05/15/2017,Auto
34414080,56728149,Other causes,10/16/2018,Auto
87607433,10494374,Driver error,01/20/2018,Auto
99892000,22960702,Driver error,11/13/2017,Auto
74633480,7299594,Other causes,12/30/2017,Auto
16859101,57309481,Other driver error,04/18/2017,Auto
92362143,43076500,Other driver error,04/25/2017,Auto
41291823,80228119,Other driver error,12/24/2017,Auto
46710738,74761374,Driver error,10/30/2018,Auto
47415706,77192370,Other driver error,08/04/2017,Auto
83944124,85699790,Crime,10/24/2017,Auto
58198965,3258377,Other driver error,12/17/2017,Auto
80503762,72439038,Other causes,02/10/2017,Auto
15214936,65407446,Driver error,11/13/2017,Auto
81970531,34485325,Driver error,10/31/2017,Auto
12826843,834460,Crime,10/24/2017,Home
20643817,8586230,Natural causes,10/17/2017,Auto
38369440,3159125,Natural causes,05/01/2018,Auto
69427973,93334054,Other causes,03/22/2017,Auto
3497881,67873056,Driver error,11/27/2017,Auto
46678650,4337976,Other driver error,07/01/2017,Auto
17664425,69599342,Driver error,01/21/2017,Auto
41128407,85590604,Other causes,01/07/2017,Auto
75884493,3110549,Other driver error,09/06/2018,Auto
22580068,71846514,Other driver error,05/28/2018,Auto
49170442,90284502,Other causes,05/07/2018,Auto
76962128,6099788,Natural causes,04/10/2018,Auto
72991636,43244704,Natural causes,07/28/2017,Auto
24053072,45780412,Natural causes,10/10/2017,Auto
68458649,13883455,Natural causes,08/31/2017,Auto
98401399,35136402,Natural causes,09/06/2018,Auto
8310837,73875239,Other driver error,01/07/2017,Auto
99170243,1249826,Other driver error,01/21/2017,Auto
33314915,15818104,Other driver error,03/28/2018,Auto
58693933,55042907,Driver error,05/09/2017,Auto
65898442,22670081,Natural causes,09/27/2017,Auto
40303052,24713082,Driver error,06/30/2018,Home
94030912,40182876,Other causes,07/07/2018,Auto
76282379,92237733,Other causes,10/16/2018,Auto
62528525,89085163,Natural causes,09/07/2017,Auto
69526996,67252475,Crime,07/28/2017,Auto
88566888,46452514,Crime,10/09/2018,Auto
30015627,66301062,Natural causes,09/12/2018,Auto
70088729,30422665,Driver error,01/07/2017,Home
53042145,9261301,Other causes,10/23/2018,Auto
12499211,49457139,Other causes,08/16/2018,Auto
3915010,79750669,Other causes,10/16/2018,Auto
23094322,7944120,Other causes,08/10/2018,Home
95863439,519194,Natural causes,03/29/2017,Home
72212627,76136365,Crime,03/02/2017,Auto
49164086,75321090,Other driver error,04/25/2017,Auto
44050095,17396013,Driver error,03/22/2017,Auto
10198314,50022306,Other causes,05/01/2018,Auto
84861652,60050677,Natural causes,06/03/2018,Auto
88489646,88309120,Other driver error,10/17/2017,Auto
89364843,12015495,Other causes,09/27/2017,Auto
29459103,78685929,Natural causes,07/01/2017,Auto
86164274,16402994,Other causes,09/26/2018,Home
41858669,55314900,Driver error,07/14/2018,Auto
9113953,58070797,Other causes,04/10/2018,Home
6984936,83283000,Driver error,06/10/2018,Auto
37686146,26832,Other causes,07/07/2018,Auto
86088574,704775,Driver error,09/20/2017,Auto
73685982,16221546,Other driver error,05/02/2017,Home
63279444,94799556,Other causes,10/04/2017,Home
84080228,92320208,Natural causes,04/12/2017,Auto
99723844,35453672,Natural causes,01/06/2018,Auto
885337,86240106,Driver error,07/01/2017,Auto
22125988,14704752,Natural causes,07/07/2018,Auto
79391302,78672117,Other causes,06/04/2017,Auto
75483302,42731329,Natural causes,04/10/2018,Auto
86977672,71383085,Crime,01/07/2017,Auto
7703371,59393861,Natural causes,03/09/2017,Auto
69101618,93708812,Driver error,02/23/2017,Auto
20681481,89455788,Other causes,03/16/2017,Auto
9897266,4802134,Other causes,06/25/2017,Auto
69165409,78804570,Other causes,09/12/2018,Auto
97226830,7211846,Other driver error,04/04/2018,Auto
66788290,4186299,Driver error,05/21/2018,Auto
67697862,24121111,Other causes,08/16/2018,Auto
69623124,63877619,Other causes,05/21/2018,Auto
86445910,26344933,Natural causes,10/03/2018,Auto
48445766,97210536,Other driver error,02/15/2018,Auto
74787956,12612736,Driver error,09/14/2017,Auto
45364348,46839282,Driver error,11/20/2017,Auto
81661419,69454875,Driver error,04/04/2018,Auto
78301168,63402766,Other driver error,03/21/2018,Auto
91447671,51060336,Driver error,06/03/2018,Auto
23445933,26058387,Crime,12/30/2017,Auto
86320995,87968374,Other driver error,03/16/2017,Home
77134414,30903408,Other driver error,01/07/2017,Auto
71986983,35001150,Other driver error,07/20/2018,Auto
28528424,54291209,Other causes,07/14/2018,Auto
26346266,78011323,Driver error,02/03/2017,Auto
71259315,30441336,Natural causes,04/12/2017,Auto
78119838,92741962,Driver error,05/14/2018,Auto
27598176,22032611,Driver error,01/13/2018,Auto
83135621,65984723,Other driver error,08/18/2017,Auto
51760038,4338441,Other driver error,02/17/2017,Auto
91002298,99300549,Natural causes,04/05/2017,Auto
16906248,10271722,Other driver error,06/03/2018,Auto
93133213,35521654,Natural causes,03/01/2018,Home
18369428,22576028,Other causes,08/11/2017,Auto
71676845,83884815,Other driver error,07/27/2018,Auto
68067526,47990199,Driver error,07/15/2017,Auto
97169446,68110055,Other driver error,02/15/2018,Auto
44453657,28106228,Driver error,01/07/2017,Auto
32646041,60315464,Driver error,02/17/2017,Home
41946743,11179944,Other driver error,05/21/2018,Auto
74207825,24082779,Other driver error,04/24/2018,Home
24247743,61365788,Other causes,05/14/2018,Auto
69608621,50618311,Other causes,07/08/2017,Auto
72664684,67344180,Other causes,07/28/2017,Home
18174078,17213671,Other driver error,02/02/2018,Auto
34756508,39886036,Natural causes,07/07/2018,Auto
608461,7180084,Crime,07/14/2018,Auto
12015897,67060119,Driver error,10/09/2018,Auto
60965575,81779336,Other driver error,03/21/2018,Auto
81634435,93043462,Other driver error,01/27/2017,Home
67849662,37077391,Natural causes,06/25/2017,Auto
96439036,45865218,Other causes,08/10/2018,Auto
51033228,50927161,Driver error,10/23/2018,Auto
58451506,43042986,Natural causes,10/30/2018,Auto
26734721,42636878,Natural causes,09/14/2017,Auto
20923121,78104894,Natural causes,05/14/2018,Auto
56425562,38011383,Natural causes,09/14/2017,Auto
79174311,91976551,Natural causes,08/30/2018,Auto
30119782,31517760,Other driver error,10/17/2017,Auto
57267299,365998,Other driver error,12/03/2017,Auto
90217818,85546357,Other driver error,06/04/2017,Auto
70708127,67763980,Natural causes,09/19/2018,Auto
75934330,56358443,Natural causes,01/01/2017,Auto
71288937,77696516,Other causes,11/20/2017,Auto
81526763,15231655,Other causes,02/03/2017,Auto
78064067,50845008,Natural causes,09/06/2018,Auto
29854604,57326503,Other driver error,07/20/2018,Auto
8684318,91946746,Other driver error,02/03/2017,Home
46513280,25244745,Other causes,12/30/2017,Auto
6104555,65497756,Natural causes,07/28/2017,Auto
51669975,50800999,Other causes,09/19/2018,Home
3205230,14230070,Driver error,08/23/2018,Auto
87596868,36599575,Driver error,10/09/2018,Auto
82089910,28084004,Driver error,06/03/2018,Auto
57452643,87294246,Crime,01/21/2017,Home
65208809,91386759,Natural causes,10/30/2018,Auto
6756905,47457836,Driver error,01/21/2017,Auto
46850495,72025178,Other causes,11/27/2017,Auto
79539873,62020796,Other driver error,09/06/2018,Auto
42364152,63269067,Other causes,05/09/2017,Home
19888166,22690595,Other driver error,05/15/2017,Auto
11256802,12376894,Other driver error,04/18/2017,Auto
61575264,63226031,Natural causes,03/16/2017,Auto
2379897,5829074,Other causes,07/20/2018,Auto
49290530,12632133,Natural causes,10/30/2018,Auto
55466148,45052103,Driver error,12/03/2017,Auto
99120304,87003624,Other causes,03/22/2017,Auto
65061027,1680169,Natural causes,05/02/2017,Auto
82584690,56626640,Other driver error,08/24/2017,Auto
40349009,7280558,Crime,10/17/2017,Auto
55765343,74995596,Crime,06/30/2018,Auto
75409818,8475725,Other causes,07/07/2018,Auto
18332683,33194240,Other causes,11/13/2017,Auto
35951012,97727122,Other driver error,06/11/2017,Auto
14818669,10247193,Natural causes,03/14/2018,Auto
85322831,79807493,Other driver error,02/09/2018,Auto
73449366,69299345,Other causes,03/21/2018,Auto
43020876,58809728,Other driver error,06/04/2017,Auto
